lexicon,word,homophones,mps,neighbors,length,numthatshareletter1,numthatshareletter2,numthatshareletter3,numthatshareletter4,numthatshareletter5
real,humUs,0,0.0,0.0,5,203,9,3,1,1
real,f|r@,0,3.0,3.0,4,257,1,1,1,0
real,huf,0,6.0,6.0,3,203,9,1,0,0
real,rai,0,13.0,29.0,3,161,32,14,0,0
real,SnUr,0,2.0,3.0,4,444,22,4,3,0
real,rat,0,16.0,21.0,3,161,32,2,0,0
real,bOyt@,0,2.0,3.0,5,260,16,4,2,2
real,rar,0,18.0,19.0,3,161,32,1,0,0
real,Erl@,0,1.0,3.0,4,68,20,3,1,0
real,brEx,0,6.0,7.0,4,260,36,4,1,0
real,hErpst,0,0.0,0.0,6,203,27,7,2,1
real,brEt,0,5.0,7.0,4,260,36,4,1,0
real,raz,0,8.0,9.0,3,161,32,2,0,0
real,t&p,0,6.0,7.0,3,173,20,1,0,0
real,SlIx,0,4.0,4.0,4,444,42,9,1,0
real,amaiz@,0,0.0,1.0,6,89,3,1,1,1
real,t&N,0,7.0,7.0,3,173,20,1,0,0
real,kYm@l,0,1.0,1.0,5,454,5,1,1,1
real,min@,0,4.0,5.0,4,249,18,7,1,0
real,Smig,0,4.0,4.0,4,444,24,5,1,0
real,Sn/rk@l,0,0.0,0.0,7,444,22,1,1,1
real,Svag@r,0,1.0,1.0,6,444,37,7,1,1
real,Syr,0,9.0,9.0,3,444,1,1,0,0
real,b@zOnd@r@,0,0.0,0.0,9,260,36,3,1,1
real,kr&m+,0,0.0,0.0,5,454,55,11,1,1
real,ZUrnal,0,0.0,0.0,6,5,1,1,1,1
real,Sp&rt@,0,0.0,0.0,6,444,65,7,2,1
real,bIsx@n,0,0.0,0.0,6,260,14,2,1,1
real,Smid,0,4.0,4.0,4,444,24,5,1,0
real,mOka,0,0.0,0.0,4,249,18,1,1,0
real,SE=,0,7.0,10.0,3,444,12,1,0,0
real,r&dar,0,1.0,1.0,5,161,23,2,2,1
real,tOn@,0,5.0,5.0,4,173,13,1,1,0
real,jUNk@r,0,1.0,1.0,6,43,7,3,1,1
real,mErtyr@r,0,0.0,0.0,8,249,18,4,1,1
real,kol@nzOyr@,0,0.0,0.0,10,454,24,10,4,2
real,l&kai,0,0.0,0.0,5,186,27,3,1,1
real,g@zInUN,0,0.0,0.0,7,230,71,7,3,3
real,uf@r,0,0.0,0.0,4,13,1,1,1,0
real,b&N,0,8.0,10.0,3,260,35,5,0,0
real,pionir,0,0.0,0.0,6,212,10,1,1,1
real,b&l&st,0,1.0,1.0,6,260,35,7,1,1
real,ker,0,12.0,14.0,3,454,6,2,0,0
real,nem,0,1.0,1.0,3,90,5,1,0,0
real,koks,0,1.0,1.0,4,454,24,2,1,0
real,bUnt,0,8.0,9.0,4,260,13,1,1,0
real,m&rkt,0,1.0,2.0,5,249,55,17,4,1
real,k&lk,0,5.0,6.0,4,454,88,8,2,0
real,SlI=,0,8.0,8.0,4,444,42,9,1,0
real,g&f,0,2.0,2.0,3,230,25,1,0,0
real,tyr,0,7.0,8.0,3,173,5,2,0,0
real,Spuk,0,3.0,3.0,4,444,65,3,1,0
real,kOngrEs,0,0.0,0.0,7,454,61,29,1,1
real,fib@l,0,4.0,4.0,5,257,10,1,1,1
real,at@m,0,0.0,1.0,4,89,3,1,1,0
real,dom,0,3.0,3.0,3,117,5,1,0,0
real,b&k,0,11.0,12.0,3,260,35,2,0,0
real,dof,0,2.0,2.0,3,117,5,1,0,0
real,dotir,0,0.0,0.0,5,117,5,1,1,1
real,metan,0,0.0,0.0,5,249,19,9,1,1
real,b&l,0,8.0,10.0,3,260,35,7,0,0
real,Slaux,0,2.0,4.0,5,444,42,10,2,1
real,lEn=,0,1.0,2.0,4,186,15,2,1,0
real,=auz,0,3.0,3.0,4,96,15,5,1,0
real,jug@nt,0,1.0,1.0,6,43,9,1,1,1
real,b&x,0,11.0,11.0,3,260,35,1,0,0
real,auszat,0,0.0,0.0,6,89,22,11,1,1
real,p&prika,0,0.0,0.0,7,212,53,7,1,1
real,laub@,0,4.0,4.0,5,186,42,13,1,1
real,nid@r,0,3.0,3.0,5,90,7,2,1,1
real,bais,0,6.0,8.0,4,260,19,9,1,0
real,mai@r,0,6.0,7.0,5,249,26,13,1,1
real,kOntrOl@,0,0.0,0.0,8,454,61,29,13,4
real,&ntvOrt,0,0.0,0.0,7,129,30,9,1,1
real,IndEs@n,0,0.0,0.0,7,54,36,6,3,2
real,k&b&rEt,0,0.0,0.0,7,454,88,5,1,1
real,ahOrn,0,0.0,1.0,5,89,1,1,1,1
real,jurOr,0,0.0,0.0,5,43,9,2,1,1
real,gOt,0,3.0,4.0,3,230,5,1,0,0
real,Stap@l,0,0.0,0.0,6,444,127,14,2,1
real,met&l,0,0.0,0.0,5,249,19,9,2,1
real,bail,0,11.0,13.0,4,260,19,9,1,0
real,=ub@h|r,0,0.0,0.0,7,96,7,1,1,1
real,bain,0,12.0,16.0,4,260,19,9,1,0
real,trO+,0,5.0,6.0,4,173,53,11,2,0
real,vInt@r,0,1.0,1.0,6,178,26,4,2,1
real,=&k,0,9.0,10.0,3,96,7,1,0,0
real,kEl@,0,9.0,11.0,4,454,19,5,2,0
real,meny,0,0.0,0.0,4,249,19,2,1,0
real,vOn@,0,7.0,7.0,4,178,10,1,1,0
real,niS@,0,2.0,2.0,4,90,7,1,1,0
real,t&bEl@,0,0.0,0.0,6,173,20,2,1,1
real,l&p@n,0,1.0,1.0,5,186,27,1,1,1
real,tUm,0,7.0,11.0,3,173,9,1,0,0
real,gorIla,0,0.0,0.0,6,230,2,1,1,1
real,metropol@,0,0.0,0.0,9,249,19,9,4,3
real,zYnd@,0,1.0,1.0,5,137,2,2,1,1
real,tUf,0,4.0,4.0,3,173,9,1,0,0
real,SENk,0,5.0,7.0,4,444,12,2,2,0
real,legEnd@,0,0.0,0.0,7,186,21,7,1,1
real,StEp@,0,0.0,0.0,5,444,127,12,1,1
real,de,0,13.0,18.0,2,117,10,0,0,0
real,gaig@,0,1.0,1.0,5,230,17,7,1,1
real,rINs,0,0.0,2.0,4,161,12,3,1,0
real,da,0,7.0,9.0,2,117,9,0,0,0
real,run@,0,1.0,3.0,4,161,12,1,1,0
real,vUr=@l,0,0.0,0.0,6,178,9,3,1,1
real,leg@r,0,3.0,3.0,5,186,21,7,1,1
real,)r@,0,3.0,5.0,3,6,2,1,0,0
real,m&rm@lad@,0,0.0,0.0,9,249,55,17,2,1
real,du,0,6.0,8.0,2,117,2,0,0,0
real,bod@n,0,0.0,0.0,5,260,6,1,1,1
real,b@kvem,0,0.0,0.0,6,260,36,1,1,1
real,klainazi@n,0,0.0,0.0,10,454,48,10,4,3
real,bat,0,15.0,17.0,3,260,19,1,0,0
real,bau,0,14.0,19.0,3,260,19,5,0,0
real,bar,0,16.0,19.0,3,260,19,3,0,0
real,Imk@r,0,0.0,1.0,5,54,10,1,1,1
real,k&tegori,0,0.0,0.0,8,454,88,8,2,1
real,lotUs,0,0.0,0.0,5,186,11,2,1,1
real,Spur,0,8.0,9.0,4,444,65,3,1,0
real,&nf&x,0,0.0,0.0,5,129,30,1,1,1
real,l&ntlOyfIx,0,0.0,0.0,10,186,27,5,2,1
real,lOyt@,0,2.0,2.0,5,186,11,5,1,1
real,trOy,0,5.0,7.0,4,173,53,11,3,0
real,gaul,0,4.0,5.0,4,230,17,5,1,0
real,gauk,0,1.0,2.0,4,230,17,5,1,0
real,hYsteri,0,0.0,0.0,7,203,9,1,1,1
real,uranUs,0,0.0,0.0,6,13,10,2,2,1
real,ban,0,12.0,14.0,3,260,19,1,0,0
real,fOlt@r,0,2.0,2.0,6,257,18,6,1,1
real,zYntflut,0,1.0,1.0,8,137,2,2,1,1
real,m&p@,0,6.0,6.0,4,249,55,1,1,0
real,dizIx,0,1.0,1.0,5,117,15,3,1,1
real,b&ron,0,1.0,1.0,5,260,35,8,1,1
real,kleb,0,0.0,2.0,4,454,48,2,1,0
real,dr&x@n,0,1.0,3.0,6,117,19,3,2,2
real,tUrban,0,0.0,0.0,6,173,9,4,2,1
real,b@gIn,0,0.0,0.0,5,260,36,3,1,1
real,nur,0,5.0,8.0,3,90,4,1,0,0
real,Sprai=,0,0.0,0.0,6,444,65,14,1,1
real,m/rt@l,0,0.0,0.0,6,249,4,2,1,1
real,k&lib@r,0,0.0,0.0,7,454,88,8,2,1
real,pryd@,0,0.0,1.0,5,212,38,3,1,1
real,ir@,0,3.0,5.0,3,14,4,1,0,0
real,Ex=,0,1.0,3.0,3,68,2,1,0,0
real,|l,0,4.0,4.0,2,6,1,0,0,0
real,faik,0,2.0,3.0,4,257,26,10,1,0
real,r&s,0,15.0,20.0,3,161,23,4,0,0
real,mut,0,8.0,8.0,3,249,7,2,0,0
real,r&p,0,8.0,11.0,3,161,23,3,0,0
real,geg@n,0,4.0,5.0,5,230,10,4,4,4
real,mus,0,11.0,13.0,3,249,7,2,0,0
real,pl&t@,0,1.0,3.0,5,212,25,12,3,1
real,Sn&p,0,3.0,4.0,4,444,22,6,2,0
real,SmOl,0,1.0,2.0,4,444,24,1,1,0
real,r&f,0,9.0,9.0,3,161,23,1,0,0
real,skEJ,0,0.0,0.0,4,18,8,1,1,0
real,kredit,0,1.0,1.0,6,454,55,6,2,1
real,r&n,0,12.0,14.0,3,161,23,2,0,0
real,StUm,0,4.0,7.0,4,444,127,7,2,0
real,br&nd,0,0.0,0.0,5,260,36,2,2,1
real,oma,0,1.0,1.0,3,30,1,1,0,0
real,p&sion,0,0.0,0.0,6,212,53,8,2,1
real,naxrIxt,0,0.0,0.0,7,90,14,2,1,1
real,b@trag,0,0.0,0.0,6,260,36,4,3,1
real,Ext,0,2.0,5.0,3,68,2,1,0,0
real,zElt@n,0,0.0,0.0,6,137,16,3,1,1
real,kOnfus,0,0.0,0.0,6,454,61,29,5,1
real,=U+,0,5.0,5.0,3,96,4,1,0,0
real,lEx@rlIx,0,0.0,0.0,8,186,15,2,1,1
real,nebulos,0,0.0,0.0,7,90,5,3,1,1
real,b@hEnt,0,0.0,0.0,6,260,36,5,2,2
real,aufbYrd,0,0.0,0.0,7,89,22,2,1,1
real,brau,0,8.0,15.0,4,260,36,13,7,0
real,brat,0,9.0,13.0,4,260,36,13,2,0
real,kuf@,0,1.0,1.0,4,454,10,1,1,0
real,brax,0,6.0,7.0,4,260,36,13,1,0
real,EksEmplar,0,0.0,0.0,9,68,3,3,1,1
real,opulEnt,0,0.0,0.0,7,30,6,1,1,1
real,StU=,0,4.0,4.0,4,444,127,7,1,0
real,legion,0,0.0,0.0,6,186,21,7,2,1
real,braf,0,5.0,5.0,4,260,36,13,1,0
real,p&rit)t,0,0.0,0.0,7,212,53,17,2,1
real,mir&bEl@,0,0.0,0.0,8,249,18,2,1,1
real,brai,0,9.0,12.0,4,260,36,13,2,0
real,kUnt@rbUnt,0,0.0,0.0,10,454,22,4,2,1
real,mYstIk,0,0.0,0.0,6,249,9,2,1,1
real,mErkur,0,0.0,0.0,6,249,18,4,2,1
real,z)b@l,0,0.0,0.0,5,137,3,1,1,1
real,SlUrf,0,1.0,1.0,5,444,42,6,1,1
real,dOn@r,0,0.0,0.0,5,117,11,1,1,1
real,pErfid@,0,0.0,0.0,7,212,19,9,3,2
real,vain,0,16.0,20.0,4,178,28,15,1,0
real,zez&m,0,0.0,0.0,5,137,13,1,1,1
real,l&nS,0,1.0,1.0,4,186,27,5,1,0
real,vait,0,11.0,14.0,4,178,28,15,2,0
real,StrUm+,0,0.0,3.0,6,444,127,33,2,1
real,k&n@,0,8.0,9.0,4,454,88,8,1,0
real,kOmplEks,0,0.0,0.0,8,454,61,9,5,3
real,vais,0,10.0,13.0,4,178,28,15,1,0
real,monat,0,0.0,1.0,5,249,26,9,1,1
real,&l@,0,9.0,14.0,3,129,24,3,0,0
real,b@=IxtIg,0,0.0,0.0,8,260,36,1,1,1
real,vEl,0,13.0,18.0,3,178,20,5,0,0
real,vaiz,0,7.0,9.0,4,178,28,15,2,0
real,hInd@rn,0,0.0,0.0,7,203,14,4,1,1
real,knaip@,0,0.0,0.0,6,454,32,4,2,1
real,n&if,0,0.0,0.0,4,90,14,1,1,0
real,g@maind@,0,0.0,0.0,8,230,71,5,3,2
real,l&nt,0,9.0,9.0,4,186,27,5,2,0
real,&lp,0,5.0,9.0,3,129,24,1,0,0
real,&ls,0,5.0,7.0,3,129,24,1,0,0
real,St&l,0,10.0,10.0,4,444,127,13,1,0
real,fro,0,5.0,6.0,3,257,24,1,0,0
real,&lt,0,10.0,17.0,3,129,24,2,0,0
real,lo=@,0,2.0,2.0,4,186,11,1,1,0
real,&lk,0,6.0,10.0,3,129,24,1,0,0
real,St&t,0,6.0,7.0,4,444,127,13,2,0
real,&lm,0,6.0,9.0,3,129,24,5,0,0
real,n&rkoz@,0,0.0,0.0,7,90,14,4,1,1
real,hygien@,0,0.0,0.0,7,203,9,2,1,1
real,fry,0,1.0,1.0,3,257,24,1,0,0
real,p&rk,0,4.0,6.0,4,212,53,17,2,0
real,vag@n,0,2.0,3.0,5,178,28,3,2,1
real,SmYk,0,2.0,2.0,4,444,24,1,1,0
real,blum@,0,1.0,1.0,5,260,29,3,1,1
real,m|b@l,0,0.0,0.0,5,249,4,1,1,1
real,mUrm@l,0,0.0,0.0,6,249,14,3,2,1
real,ausrOt,0,0.0,0.0,6,89,22,11,1,1
real,baum,0,8.0,9.0,4,260,19,5,1,0
real,Ung@Stym,0,0.0,1.0,8,24,18,3,3,2
real,m&rg&rin@,0,0.0,0.0,9,249,55,17,1,1
real,m&rt@rn,0,0.0,1.0,7,249,55,17,3,2
real,lad@,0,6.0,8.0,4,186,42,3,2,0
real,SvEst@r,0,0.0,0.0,7,444,37,8,1,1
real,p&pa,0,2.0,3.0,4,212,53,7,1,0
real,pEst,0,6.0,6.0,4,212,19,1,1,0
real,modEl,0,0.0,0.0,5,249,26,4,1,1
real,tOxt@r,0,0.0,0.0,6,173,13,1,1,1
real,erst,0,0.0,1.0,4,27,7,2,2,0
real,kUmpan,0,0.0,0.0,6,454,22,3,2,1
real,SErp@,0,2.0,2.0,5,444,12,4,1,1
real,vErbUm,0,0.0,0.0,6,178,20,7,2,1
real,jOt,0,5.0,5.0,3,43,2,1,0,0
real,aix,0,6.0,15.0,3,89,41,2,0,0
real,pOx,0,7.0,7.0,3,212,15,1,0,0
real,amEn,0,0.0,0.0,4,89,3,1,1,0
real,jOx,0,6.0,6.0,3,43,2,1,0,0
real,ait,0,9.0,16.0,3,89,41,2,0,0
real,pOt,0,3.0,7.0,3,212,15,1,0,0
real,zElpst,0,0.0,0.0,6,137,16,3,1,1
real,gUrk@,0,1.0,1.0,5,230,6,3,1,1
real,ais,0,9.0,17.0,3,89,41,1,0,0
real,ail,0,7.0,19.0,3,89,41,2,0,0
real,p&p@,0,6.0,7.0,4,212,53,7,3,0
real,ain,0,6.0,20.0,3,89,41,28,0,0
real,bauS,0,5.0,6.0,4,260,19,5,1,0
real,novEl@,0,0.0,0.0,6,90,11,2,1,1
real,jem&nt,0,0.0,0.0,6,43,7,1,1,1
real,zIlb@,0,1.0,2.0,5,137,12,2,2,2
real,nag@l,0,2.0,2.0,5,90,14,2,1,1
real,hup@,0,2.0,2.0,4,203,9,1,1,0
real,tad@l,0,1.0,2.0,5,173,18,1,1,1
real,rIt@r,0,2.0,2.0,5,161,12,1,1,1
real,ir,0,6.0,17.0,2,14,4,0,0,0
real,SpOt,0,4.0,6.0,4,444,65,3,1,0
real,kOsmOs,0,0.0,0.0,6,454,61,3,1,1
real,blOx,0,2.0,3.0,4,260,29,3,1,0
real,Im@r,0,0.0,3.0,4,54,10,1,1,0
real,SINk@n,0,0.0,0.0,6,444,14,1,1,1
real,notar,0,0.0,0.0,5,90,11,6,1,1
real,m&S@,0,4.0,5.0,4,249,55,1,1,0
real,prItS@,0,0.0,0.0,6,212,38,2,1,1
real,t&nt@,0,2.0,3.0,5,173,20,4,1,1
real,blOk,0,4.0,6.0,4,260,29,3,1,0
real,b&zar,0,0.0,0.0,5,260,35,2,1,1
real,EtlIx@,0,0.0,0.0,6,68,3,1,1,1
real,StYrm,0,2.0,2.0,5,444,127,5,2,1
real,nIxt,0,8.0,9.0,4,90,6,3,2,0
real,rozin@,0,0.0,0.0,6,161,13,4,1,1
real,pat@,0,3.0,4.0,4,212,15,4,2,0
real,=ai,0,10.0,15.0,3,96,15,6,0,0
real,p&pir,0,2.0,2.0,5,212,53,7,1,1
real,bOrt,0,10.0,11.0,4,260,16,4,1,0
real,=al,0,14.0,15.0,3,96,15,1,0,0
real,fotogr&fi,0,1.0,1.0,9,257,18,4,4,3
real,libEl@,0,0.0,0.0,6,186,18,1,1,1
real,kUmp@l,0,0.0,1.0,6,454,22,3,2,1
real,lUN@,0,2.0,2.0,4,186,10,1,1,0
real,fErdau,0,0.0,0.0,6,257,49,35,3,1
real,SnYf,0,0.0,0.0,4,444,22,1,1,0
real,jUks,0,2.0,3.0,4,43,7,2,1,0
real,bOrg,0,3.0,3.0,4,260,16,4,1,0
real,d)mlIx,0,0.0,0.0,6,117,1,1,1,1
real,Stras@,0,0.0,0.0,6,444,127,33,10,1
real,karst,0,0.0,0.0,5,454,30,4,1,1
real,Z&nd&rm,0,0.0,0.0,7,5,1,1,1,1
real,prEzEnt,0,0.0,0.0,7,212,38,6,1,1
real,raib,0,8.0,11.0,4,161,32,14,1,0
real,ob@n,0,3.0,3.0,4,30,7,4,1,0
real,raif,0,11.0,14.0,4,161,32,14,1,0
real,kis,0,7.0,7.0,3,454,6,1,0,0
real,aintraib,0,0.0,0.0,8,89,41,28,2,2
real,rain,0,19.0,23.0,4,161,32,14,2,0
real,tr)n@,0,1.0,2.0,5,173,53,2,1,1
real,IntErn,0,0.0,0.0,6,54,36,6,2,1
real,h&mst@r,0,0.0,0.0,7,203,37,3,1,1
real,rait,0,13.0,19.0,4,161,32,14,1,0
real,Em+Ind,0,0.0,0.0,6,68,6,3,1,1
real,g@zEl,0,0.0,1.0,5,230,71,7,2,2
real,raix,0,15.0,18.0,4,161,32,14,1,0
real,mim,0,5.0,6.0,3,249,18,3,0,0
real,b)g@,0,1.0,1.0,4,260,3,1,1,0
real,JElo,0,0.0,0.0,4,1,1,1,1,0
real,metrIk,0,0.0,0.0,6,249,19,9,4,1
real,v&g&nt,0,0.0,0.0,6,178,35,2,1,1
real,g@zInt,0,1.0,1.0,6,230,71,7,3,3
real,jogUrt,0,0.0,0.0,6,43,5,2,1,1
real,nIx=,0,1.0,1.0,4,90,6,3,1,0
real,SmEl=,0,2.0,2.0,5,444,24,4,1,1
real,zOnd@r,0,0.0,3.0,6,137,16,6,4,4
real,g@St&t,0,0.0,0.0,6,230,71,15,5,1
real,gUrg@l,0,0.0,0.0,6,230,6,3,1,1
real,gaZ@,0,1.0,1.0,4,230,17,1,1,0
real,b@ger,0,0.0,0.0,5,260,36,3,2,1
real,h&ntl&N@r,0,0.0,0.0,9,203,37,8,4,1
real,heliUm,0,0.0,0.0,6,203,9,1,1,1
real,spIn,0,1.0,1.0,4,18,2,1,1,0
real,k&pu=@,0,0.0,0.0,6,454,88,12,1,1
real,kIrS@,0,1.0,2.0,5,454,18,4,2,1
real,defl&=ion,0,0.0,0.0,9,117,10,1,1,1
real,kel@,0,4.0,4.0,4,454,6,1,1,0
real,reg@n,0,6.0,7.0,5,161,16,5,2,1
real,reg@l,0,7.0,7.0,5,161,16,5,2,1
real,&ntologi,0,0.0,0.0,8,129,30,9,1,1
real,kali,0,1.0,2.0,4,454,30,2,1,0
real,g@SvInt,0,0.0,0.0,7,230,71,15,3,1
real,krom,0,3.0,3.0,4,454,55,4,1,0
real,gEst@rn,0,0.0,0.0,7,230,10,2,2,2
real,zENk,0,6.0,7.0,4,137,16,2,1,0
real,laixt,0,4.0,6.0,5,186,42,19,4,1
real,|d,0,1.0,2.0,2,6,2,0,0,0
real,human,0,0.0,0.0,5,203,9,3,1,1
real,Svaif,0,6.0,6.0,5,444,37,7,4,1
real,krYp@l,0,1.0,1.0,6,454,55,1,1,1
real,z&mt,0,3.0,7.0,4,137,20,3,1,0
real,n&xbar,0,0.0,0.0,6,90,14,2,1,1
real,tr&b&nt,0,0.0,0.0,7,173,53,5,1,1
real,hai,0,13.0,20.0,3,203,36,13,0,0
real,metropolIs,0,0.0,0.0,10,249,19,9,4,3
real,hak,0,10.0,11.0,3,203,36,2,0,0
real,han,0,15.0,18.0,3,203,36,1,0,0
real,demokr&ti,0,0.0,0.0,9,117,10,2,1,1
real,hab,0,8.0,9.0,3,203,36,2,0,0
real,StrOy,0,2.0,5.0,5,444,127,33,5,3
real,Srai,0,6.0,10.0,4,444,15,5,4,0
real,hag,0,12.0,13.0,3,203,36,2,0,0
real,Sraub@,0,1.0,1.0,6,444,15,5,1,1
real,=INk,0,6.0,6.0,4,96,8,1,1,0
real,baiz&m@n,0,0.0,0.0,8,260,19,9,1,1
real,prostitu=ion,0,0.0,0.0,12,212,38,12,1,1
real,har,0,20.0,23.0,3,203,36,3,0,0
real,laix@,0,3.0,6.0,5,186,42,19,4,1
real,hau,0,16.0,20.0,3,203,36,8,0,0
real,Oy@r,0,1.0,5.0,4,31,7,1,1,0
real,opiUm,0,0.0,0.0,5,30,6,1,1,1
real,ob@rh&lp,0,0.0,0.0,8,30,7,4,3,1
real,keks,0,1.0,1.0,4,454,6,1,1,0
real,pauz@,0,1.0,1.0,5,212,15,3,1,1
real,mEN,0,4.0,6.0,3,249,18,2,0,0
real,Orgi@,0,0.0,0.0,5,31,9,3,1,1
real,v&lEn=,0,0.0,0.0,6,178,35,7,1,1
real,Urtail,0,0.0,0.0,6,24,2,1,1,1
real,j&m@rn,0,0.0,0.0,6,43,2,1,1,1
real,t&+@r,0,0.0,0.0,5,173,20,1,1,1
real,k&briolEt,0,0.0,0.0,9,454,88,5,1,1
real,SrUb,0,0.0,0.0,4,444,15,2,1,0
real,rumor,0,1.0,1.0,5,161,12,2,1,1
real,Erg/=,0,0.0,0.0,5,68,20,4,1,1
real,mOlx,0,2.0,4.0,4,249,18,3,1,0
real,noti=,0,0.0,0.0,5,90,11,6,1,1
real,&nvez@n,0,0.0,1.0,7,129,30,3,2,2
real,k&nibal@,0,0.0,0.0,8,454,88,8,1,1
real,S&rm,0,4.0,6.0,4,444,17,3,1,0
real,gab@l,0,4.0,4.0,5,230,17,1,1,1
real,StrO=,0,1.0,2.0,5,444,127,33,5,1
real,=UN@,0,2.0,2.0,4,96,4,1,1,0
real,minorit)t,0,0.0,0.0,9,249,18,7,1,1
real,vEks,0,2.0,3.0,4,178,20,2,1,0
real,dIrn@,0,1.0,1.0,5,117,8,1,1,1
real,S&rf,0,2.0,4.0,4,444,17,3,1,0
real,&pt,0,5.0,6.0,3,129,12,1,0,0
real,bErg,0,2.0,2.0,4,260,9,3,1,0
real,Spinat,0,0.0,0.0,6,444,65,8,1,1
real,karvOx@,0,0.0,0.0,7,454,30,4,1,1
real,t&=@,0,4.0,4.0,4,173,20,1,1,0
real,bErk,0,4.0,4.0,4,260,9,3,1,0
real,k&pUt,0,0.0,0.0,5,454,88,12,1,1
real,pEnzUm,0,0.0,0.0,6,212,19,2,1,1
real,lOk,0,9.0,11.0,3,186,11,1,0,0
real,kEm+,0,1.0,1.0,4,454,19,2,1,0
real,fonem,0,0.0,1.0,5,257,18,2,1,1
real,mElk,0,3.0,3.0,4,249,18,2,1,0
real,typ@,0,2.0,2.0,4,173,5,1,1,0
real,&mulEt,0,0.0,0.0,6,129,7,1,1,1
real,lOx,0,7.0,8.0,3,186,11,1,0,0
real,trau@rn,0,0.0,0.0,7,173,53,11,6,1
real,mEld,0,1.0,1.0,4,249,18,2,1,0
real,dr&x@,0,0.0,1.0,5,117,19,3,2,2
real,tErminUs,0,0.0,0.0,8,173,12,7,3,2
real,humor,0,1.0,1.0,5,203,9,3,1,1
real,fIrl@f&n=,0,0.0,0.0,9,257,17,5,1,1
real,italIS,0,0.0,0.0,6,14,1,1,1,1
real,fEnst@r,0,1.0,1.0,7,257,49,2,1,1
real,ainhElIx,0,0.0,0.0,8,89,41,28,2,1
real,SpIn,0,4.0,6.0,4,444,65,4,3,0
real,mIl=,0,5.0,5.0,4,249,19,4,1,0
real,h&p@rn,0,0.0,0.0,6,203,37,1,1,1
real,l&m,0,10.0,13.0,3,186,27,3,0,0
real,bluz@,0,2.0,2.0,5,260,29,3,1,1
real,elef&nt,0,0.0,0.0,7,27,2,1,1,1
real,fon,0,9.0,9.0,3,257,18,2,0,0
real,StIpvizit@,0,0.0,0.0,10,444,127,8,1,1
real,dOyt,0,2.0,2.0,4,117,11,1,1,0
real,fErp|n,0,1.0,1.0,6,257,49,35,1,1
real,Spat@n,0,0.0,0.0,6,444,65,10,2,1
real,hyn@,0,4.0,5.0,4,203,9,1,1,0
real,g@=im,0,0.0,0.0,5,230,71,1,1,1
real,kvEkzIlb@r,0,0.0,0.0,10,454,14,3,1,1
real,pubErt)t,0,0.0,0.0,8,212,5,1,1,1
real,=It@rn,0,0.0,0.0,6,96,8,1,1,1
real,Stat,0,7.0,7.0,4,444,127,14,2,0
real,kUrv@,0,0.0,0.0,5,454,22,5,1,1
real,Sau@r,0,4.0,4.0,5,444,22,6,1,1
real,StOrx,0,0.0,0.0,5,444,127,12,1,1
real,p&n=@r,0,2.0,2.0,6,212,53,3,1,1
real,dUft,0,2.0,3.0,4,117,10,2,2,0
real,bol@,0,5.0,5.0,4,260,6,1,1,0
real,mIlt,0,6.0,7.0,4,249,19,4,1,0
real,Erb@,0,1.0,5.0,4,68,20,2,1,0
real,m&kab@r,0,0.0,0.0,7,249,55,1,1,1
real,Stap,0,5.0,5.0,4,444,127,14,2,0
real,b@geb@nhait,0,0.0,0.0,11,260,36,3,2,1
real,SnEl,0,2.0,2.0,4,444,22,1,1,0
real,zux,0,4.0,4.0,3,137,4,1,0,0
real,g@p&rt,0,0.0,0.0,6,230,71,1,1,1
real,periferi,0,0.0,1.0,8,212,7,2,2,2
real,fYl,0,8.0,8.0,3,257,3,1,0,0
real,dOgma,0,0.0,0.0,5,117,11,2,1,1
real,faust,0,1.0,1.0,5,257,26,4,1,1
real,er=,0,1.0,2.0,3,27,7,1,0,0
real,kr|t@,0,0.0,0.0,5,454,55,1,1,1
real,IndEs,0,0.0,1.0,5,54,36,6,3,2
real,g@SlExt,0,0.0,0.0,7,230,71,15,1,1
real,Oft,0,1.0,1.0,3,31,3,1,0,0
real,dIst@l,0,0.0,0.0,6,117,8,2,1,1
real,tUlp@,0,0.0,0.0,5,173,9,1,1,1
real,krUm,0,6.0,7.0,4,454,55,3,1,0
real,dUNk@l,0,0.0,0.0,6,117,10,2,1,1
real,krUp,0,3.0,4.0,4,454,55,3,1,0
real,End@,0,1.0,2.0,4,68,12,2,2,0
real,mUskat,0,0.0,0.0,6,249,14,4,2,1
real,=Yst@,0,1.0,1.0,5,96,5,1,1,1
real,mimoz@,0,0.0,0.0,6,249,18,3,1,1
real,lag@,0,4.0,6.0,4,186,42,2,2,0
real,S&kal,0,0.0,0.0,5,444,17,1,1,1
real,fEr=Ixt,0,0.0,0.0,7,257,49,35,1,1
real,gis,0,6.0,6.0,3,230,5,1,0,0
real,gir,0,12.0,13.0,3,230,5,1,0,0
real,git&r@,0,0.0,0.0,6,230,5,1,1,1
real,m&gnat,0,1.0,1.0,6,249,55,6,2,1
real,=ed@r,0,4.0,4.0,5,96,6,1,1,1
real,vr&k,0,0.0,0.0,4,178,2,1,1,0
real,nova,0,0.0,0.0,4,90,11,2,1,0
real,aiz@n,0,1.0,1.0,5,89,41,1,1,1
real,kver,0,1.0,3.0,4,454,14,1,1,0
real,gl&t,0,4.0,4.0,4,230,18,2,1,0
real,trOs,0,7.0,8.0,4,173,53,11,1,0
