Word	Match	Lexicality	Old20	Old20_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
:s:k:I:n	sksp	N	1.75	0.65	3/5	-23	51	_sks[pj]
:s:k:I:d	sk{s	N	1.75	0.45	3/5	2	6	_s[k{]s
:s:k:I:d	sk{d	N	1.55	0.25	4/5	3	5	_sk[{d]_
:s:k:I:d	sk{v	N	1.8	0.5	3/5	-4	9	_sk[{v]@
:s:k:I:d	skIv	N	1.45	0.15	4/5	-7	12	_skI[vI]
:s:k:I:d	sks5	N	2.0	0.7	3/5	-6	14	_s[ks]5
:s:k:I:d	skVv	N	1.7	0.4	3/5	-13	25	_s[kV]vI
:s:k:I:d	skVs	N	1.65	0.35	3/5	-13	32	_s[kV]s@
:s:k:I:d	skVk	N	1.6	0.3	3/5	16	32	_skV[kI]
:s:k:I:d	skIs	N	1.45	0.15	4/5	13	26	_sk[Is]@
:s:k:I:d	sk{p	N	1.2	-0.1	3/5	14	22	_sk[{p]I
:s:k:I:d	sIps	N	1.7	0.4	2/5	16	49	_s[Ip]s@
:s:k:I:d	sIp5	N	1.9	0.6	2/5	16	39	_s[Ip]5
:s:k:I:d	sIfs	N	1.8	0.5	2/5	-13	39	_[sI]fs@
:s:k:I:d	sIf5	N	1.95	0.65	2/5	-13	31	_[sI]f5
:s:k:I:d	sIds	N	1.85	0.55	2/5	-13	40	_[sI]ds@
:s:k:I:d	sId5	N	1.95	0.65	2/5	-13	30	_[sI]d5
:s:k:I:d	sIgd	N	1.95	0.65	3/5	16	32	_s[Ig]d_
:s:k:I:d	sIg5	N	1.9	0.6	2/5	16	48	_s[Ig]5
:s:k:I:f	sk{p	N	1.2	-0.05	3/5	-4	8	_sk[{p]l
:s:k:I:f	sksE	N	2.0	0.75	3/5	7	20	_sk[sE]n
:s:k:I:f	sksp	N	1.75	0.5	3/5	13	21	_sk[sp]l
:s:k:I:f	sks@	N	2.0	0.75	3/5	-16	35	_sks[@R]
:s:k:I:f	skVs	N	1.65	0.4	3/5	-14	39	_skV[s2]
:s:k:I:f	skVg	N	1.6	0.35	3/5	-13	24	_s[kV]gI
:s:k:I:f	skVn	N	1.4	0.15	3/5	-13	22	_s[kV]nj
:s:k:I:f	skVk	N	1.6	0.35	3/5	-15	43	_sk[Vk]w
:s:k:I:f	skVb	N	1.45	0.2	3/5	-15	38	_sk[Vb]r
:s:k:I:f	skIs	N	1.45	0.2	4/5	-14	19	_skI[s2]
:s:k:I:f	skIz	N	1.6	0.35	4/5	-16	24	_sk[Iz]@
:s:k:I:f	skIk	N	1.35	0.1	4/5	-15	26	_skI[kw]
:s:k:I:f	sk{s	N	1.75	0.5	3/5	-16	32	_sk[{s]2
:s:k:I:f	sk{m	N	1.45	0.2	3/5	16	31	_sk{[m]
:s:k:I:f	sk{g	N	1.55	0.3	3/5	10	13	_sk[{g]I
:s:k:I:f	sk{d	N	1.55	0.3	3/5	-15	30	_sk[{d]P
:s:k:I:f	sIpl	N	1.9	0.65	2/5	16	55	_s[Ip]l
:s:k:I:f	sIps	N	1.7	0.45	2/5	16	54	_s[Ip]s2
:s:k:I:f	sIpE	N	1.95	0.7	2/5	16	50	_s[Ip]En
:s:w:E:l	swEp	N	1.6	0.15	4/5	-1	1	_sw[Ep]l
:s:w:E:l	swin	N	1.45	0.0	3/5	1	1	_swi[nj]
:s:w:E:l	swEk	N	1.8	0.35	4/5	4	8	_sw[Ek]Q
:s:w:E:l	s2dr	N	1.9	0.45	2/5	-7	17	_s2[dr]E
:s:w:E:l	s2dz	N	1.75	0.3	2/5	-8	17	_s2d[z]
:s:w:E:l	s2lf	N	1.85	0.4	2/5	8	22	_s2l[f@]
:s:w:E:l	s2lk	N	1.85	0.4	2/5	6	17	_s[2l]kQ
:s:w:E:l	s2lp	N	1.95	0.5	2/5	6	17	_s[2l]pl
:s:w:E:l	s2lz	N	1.8	0.35	2/5	-8	20	_s2l[z]
:s:w:E:l	swik	N	1.5	0.05	3/5	-7	11	_sw[ik]Q
:s:w:E:l	s2mi	N	2.0	0.55	2/5	-15	39	_s2m[i]
:s:w:E:l	s2mf	N	2.0	0.55	2/5	-16	38	_s2[mf]@
:s:w:E:l	s2mj	N	2.0	0.55	2/5	-16	31	_s2m[ju]
:s:w:E:l	s2m@	N	2.0	0.55	2/5	16	44	_s2[m@]R
:s:w:E:l	s2mz	N	1.9	0.45	2/5	-13	37	_s2[mz]@
:s:w:E:l	s2md	N	1.9	0.45	2/5	-15	40	_s2[md]P
:s:w:E:l	s2mE	N	2.0	0.55	2/5	-9	23	_s[2m]En
:s:w:E:l	s2fl	N	1.95	0.5	3/5	-15	31	_s[2f]l5
:t:1:n:t	tQks	N	1.3	-0.25	2/5	-30	72	_tQk[sp]
:t:1:n:t	t$lt	N	1.55	0.0	3/5	-26	53	_t_[lt]
:t:1:n:t	t5lt	N	1.5	-0.05	3/5	-26	59	_t5[lt]
:t:1:n:t	tVlt	N	1.7	0.15	3/5	-26	61	_tV[lt]
:t:1:n:t	t2dr	N	1.85	0.3	2/5	-63	168	_t[2d]r@
:t:1:n:t	t2nt	N	1.6	0.05	4/5	36	58	_[t2]nt_
:t:1:n:t	t2ns	N	1.8	0.25	3/5	40	132	_t2n[sI]
:t:1:n:t	t2tr	N	1.8	0.25	2/5	-56	124	_t2[tr]@
:t:1:n:t	t2lt	N	1.85	0.3	3/5	-58	136	_t[2l]t
:t:1:n:t	t2ls	N	1.9	0.35	2/5	-63	197	_t2[ls]I
:t:1:n:t	t2lk	N	1.85	0.3	2/5	64	212	_t2l[k@]
:t:1:n:t	t2lp	N	1.9	0.35	2/5	-58	204	_t[2l]p@
:t:1:n:t	t2ld	N	1.7	0.15	2/5	-62	163	_t2l[d@]
:t:1:n:t	t#sp	N	1.8	0.25	2/5	-59	167	_t[#s]p@
:t:1:n:t	t#dr	N	1.95	0.4	2/5	-61	151	_t[#d]r@
:t:1:n:t	t#ts	N	1.7	0.15	2/5	-61	170	_t[#t]sI
:t:1:n:t	t#tr	N	1.95	0.4	2/5	-61	148	_t[#t]r@
:t:1:n:t	t1mp	N	1.8	0.25	3/5	-58	120	_t[1m]p@
:s:w:E:t	swin	N	1.45	-0.1	3/5	4	8	_sw[in]
:s:w:E:t	swim	N	1.6	0.05	3/5	-3	4	_swi[mI]
:s:w:E:t	s2fr	N	1.95	0.4	2/5	-15	37	_s[2f]r@
:s:w:E:t	s2dr	N	1.9	0.35	2/5	-10	19	_s2d[r@]
:s:w:E:t	s2ln	N	1.85	0.3	2/5	-15	30	_s2[ln]
:s:w:E:t	s2lm	N	1.95	0.4	2/5	-11	25	_s2[lm]I
:s:w:E:t	swEm	N	1.75	0.2	4/5	-11	14	_sw[Em]I
:s:w:E:t	sw$t	N	1.3	-0.25	4/5	-16	34	_sw_[t]
:s:w:E:t	sw2t	N	1.45	-0.1	4/5	-16	37	_sw2[t]
:s:w:E:t	sw2m	N	1.75	0.2	3/5	-11	25	_s[w2]mI
:s:w:E:t	s2pl	N	2.0	0.45	2/5	18	44	_s2p[l@]
:s:w:E:t	s2pt	N	1.95	0.4	3/5	-17	49	_s[2p]t
:s:w:E:t	s2ps	N	1.95	0.4	2/5	-30	55	_s2p[sp]
:s:w:E:t	s2pr	N	2.0	0.45	2/5	31	63	_s2[pr]@
:s:w:E:t	s2ft	N	1.8	0.25	3/5	24	60	_s2[ft]
:s:w:E:t	s2fl	N	1.95	0.4	2/5	18	40	_s2f[l@]
:s:w:E:t	s2fs	N	1.95	0.4	2/5	-30	65	_s2f[sp]
:s:w:E:t	s2kl	N	1.85	0.3	2/5	-22	46	_s[2k]l@
:b:l:6:z	b{d{	N	1.95	0.25	2/5	-7	17	_b[{d]{
:b:l:6:z	b{t{	N	1.7	0.0	2/5	7	11	_b{t[{]
:b:l:6:z	b{s{	N	1.9	0.2	2/5	-10	19	_b[{s]{
:b:l:6:z	b{dE	N	1.95	0.25	2/5	-9	22	_b{d[E]
:b:l:6:z	b{tE	N	1.7	0.0	2/5	11	21	_b{[tE]
:b:l:6:z	b{g{	N	1.85	0.15	2/5	16	26	_b[{g]{
:b:l:6:z	b{gE	N	1.85	0.15	2/5	16	28	_b[{g]E
:b:l:6:z	b{JE	N	1.95	0.25	2/5	-10	23	_b[{J]E
:b:l:6:z	bl#f	N	1.85	0.15	3/5	15	32	_b[l#]fI
:b:l:6:z	bl#k	N	1.55	-0.15	3/5	15	25	_b[l#]kr
:b:l:6:z	bl#p	N	1.85	0.15	3/5	15	26	_b[l#]p
:b:l:6:z	bl#z	N	1.75	0.05	4/5	15	18	_b[l#]z_
:b:l:6:z	b{ps	N	1.7	0.0	2/5	31	71	_b{p[s@]
:b:l:6:z	b{pQ	N	2.0	0.3	2/5	30	69	_b[{p]Q
:b:l:6:z	b{p{	N	2.0	0.3	2/5	30	39	_b[{p]{
:b:l:6:z	b{pE	N	2.0	0.3	2/5	30	46	_b[{p]E
:t:{::b:@:d	t{b@s	N	1.95	0.1	6/7	25	39	_t{b[@s]_
:t:{::b:@:d	t{vId	N	1.95	0.1	5/7	-54	140	_t{[v]Id_
:t:{::b:@:d	t{v@d	N	1.85	0.0	6/7	-54	94	_t{[v]@d_
:t:{::b:@:d	t{v@s	N	1.9	0.05	5/7	-54	133	_t{[v]@s_
:t:{::b:@:d	t{bPd	N	1.9	0.05	6/7	-61	116	_t{b[Pd]_
:t:{::b:@:d	t{brE	N	2.7	0.85	5/7	-57	142	_t{br[E]
:t:{::b:@:d	t{brU	N	2.65	0.8	5/7	-48	115	_t{[br]U
:t:{::b:@:d	t{bId	N	1.8	-0.05	6/7	50	70	_t{b[Id]_
:t:{::b:@:d	t{b$n	N	2.0	0.15	5/7	-62	170	_t{[b_]n_
:t:{::b:@:d	t{b$d	N	2.0	0.15	6/7	-62	119	_t{[b_]d_
:t:{::b:@:d	t{b$s	N	2.65	0.8	5/7	-62	124	_t{[b_]s_
:t:{::b:@:d	tEvId	N	1.95	0.1	4/7	57	228	_[tE]vId_
:t:{::b:@:d	tEv@d	N	2.0	0.15	5/7	57	182	_[tE]v@d_
:t:{::b:@:d	tEv@s	N	1.95	0.1	4/7	57	221	_[tE]v@s_
:t:{::b:@:d	tEb@d	N	1.95	0.1	6/7	57	88	_[tE]b@d_
:t:{::b:@:d	tEb@s	N	1.95	0.1	5/7	57	127	_[tE]b@s_
:t:{::b:@:d	tEbId	N	1.9	0.05	5/7	57	158	_[tE]bId_
:r:I::b:@:l:d	rIbIvd	N	2.3	-0.1	3/4	-27	59	_rIb[Iv]d_
:r:I::b:@:l:d	rIbIgd	N	2.5	0.1	3/4	-26	67	_rIb[Ig]d_
:r:I::b:@:l:d	rIbIld	N	2.3	-0.1	7/8	-29	49	_rIb[Il]d_
:r:I::b:@:l:d	rIbIzd	N	2.45	0.05	3/4	-30	69	_rIb[Iz]d_
:r:I::b:@:l:d	rIbI_d	N	2.45	0.05	3/4	20	53	_rI[bI]_d_
:r:I::b:@:l:d	rIb@$d	N	2.5	0.1	7/8	28	34	_rIb[@_]d_
:r:I::b:@:l:d	rIb@zd	N	2.65	0.25	7/8	-25	44	_rIb[@z]d_
:r:I::b:@:l:d	rIvIvd	N	2.4	0.0	5/8	-54	129	_rI[v]Ivd_
:r:I::b:@:l:d	rIvI_d	N	2.65	0.25	5/8	-54	123	_rI[v]I_d_
:r:I::b:@:l:d	rIvIzd	N	2.55	0.15	5/8	-54	139	_rI[v]Izd_
:r:I::b:@:l:d	rIvIfl	N	2.75	0.35	1/2	-54	189	_rI[v]IflI
:r:I::b:@:l:d	rIvIld	N	2.3	-0.1	3/4	-54	119	_rI[v]Ild_
:r:I::b:@:l:d	rIvImd	N	2.65	0.25	5/8	-54	140	_rI[v]Imd_
:r:I::b:@:l:d	rIvIpl	N	2.8	0.4	1/2	-54	172	_rI[v]IplI
:r:I::b:@:l:d	rIvIgd	N	2.7	0.3	5/8	-54	137	_rI[v]Igd_
:r:I::b:@:l:d	rIvIgl	N	2.8	0.4	1/2	-54	174	_rI[v]IglI
:r:I::b:@:l:d	rIvIbl	N	2.8	0.4	1/2	-54	189	_rI[v]IblI
:s:t:{::m:I::n:@	st{mInt	N	2.75	-0.05	9/10	-10	19	_st{mIn[tr]
:s:t:{::m:I::n:@	st{fInt	N	2.9	0.1	4/5	-30	49	_st{[fI]nt
:s:t:{::m:I::n:@	st{fIn@	N	2.85	0.05	9/10	-30	31	_st{[fI]n@_
:s:t:{::m:I::n:@	stifInt	N	2.95	0.15	7/10	-30	84	_s[ti]fInt
:s:t:{::m:I::n:@	stifIn@	N	3.25	0.45	4/5	-30	66	_s[ti]fIn@_
:s:t:{::m:I::n:@	stimInt	N	2.75	-0.05	4/5	-30	54	_s[ti]mIntr
:s:t:{::m:I::n:@	stimIn@	N	2.85	0.05	9/10	-30	35	_s[ti]mIn@_
:s:t:{::m:I::n:@	st@fInt	N	2.95	0.15	7/10	-58	182	_st[@]fIntj
:s:t:{::m:I::n:@	st@fIn@	N	3.4	0.6	4/5	-58	132	_st[@]fIn@_
:s:t:{::m:I::n:@	st@mInt	N	2.85	0.05	4/5	-58	151	_st[@]mIntj
:s:t:{::m:I::n:@	st@mIn@	N	3.2	0.4	9/10	-58	101	_st[@]mIn@_
:s:t:{::m:I::n:@	stQfInt	N	2.8	0.0	7/10	-41	133	_stQfIn[tj]
:s:t:{::m:I::n:@	stQfIn@	N	2.95	0.15	4/5	-59	142	_stQfIn[@d]
:s:t:{::m:I::n:@	stQmInt	N	2.75	-0.05	4/5	-41	102	_stQmIn[tj]
:s:t:{::m:I::n:@	stQmIn@	N	2.9	0.1	9/10	-38	90	_st[Q]mIn@m
:s:t:{::m:I::n:@	stEnIrQ	N	3.35	0.55	3/5	113	517	_stE[nI]rQJ
:s:t:{::m:I::n:@	stEnIr1	N	3.05	0.25	3/5	113	465	_stE[nI]r1l
:g:@::v:Q:t	g@vVt	N	2.55	0.2	6/7	-4	8	_g@[vV]t_
:g:@::v:Q:t	g@vit	N	2.5	0.15	6/7	-7	13	_g@[vi]t_
:g:@::v:Q:t	g@v{t	N	2.5	0.15	6/7	-7	13	_g@v[{t]_
:g:@::v:Q:t	g@v4t	N	2.5	0.15	6/7	-7	12	_g@v[4t]_
:g:@::v:Q:t	g@v5t	N	2.35	0.0	6/7	7	10	_g@[v5]t_
:g:@::v:Q:t	g@v7t	N	2.65	0.3	6/7	-7	10	_g@v[7t]_
:g:@::v:Q:t	g@v#t	N	2.5	0.15	6/7	-5	6	_g@v[#t]_
:g:@::v:Q:t	g@v6t	N	2.3	-0.05	6/7	16	21	_g@v[6t]_
:g:@::v:Q:t	g@vHt	N	2.55	0.2	6/7	15	16	_g@[vH]t_
:g:@::v:Q:t	g@vUt	N	2.55	0.2	6/7	-9	11	_g@[vU]t_
:g:@::v:Q:t	g@fit	N	2.45	0.1	5/7	-16	30	_g@[f]it_
:g:@::v:Q:t	g@f{t	N	2.65	0.3	5/7	-16	35	_g@[f]{t_
:g:@::v:Q:t	g@fut	N	2.5	0.15	5/7	-16	23	_g@[f]ut_
:g:@::v:Q:t	g@f4t	N	2.7	0.35	5/7	-16	32	_g@[f]4t_
:g:@::v:Q:t	g@f3t	N	2.5	0.15	5/7	-16	24	_g@[f]3t_
:g:@::v:Q:t	g@f6t	N	2.55	0.2	5/7	-16	38	_g@[f]6t_
:r:6:t	r#v	N	1.5	0.55	1/2	-10	25	_r[#v]@
:r:6:t	r#n	N	1.25	0.3	1/2	16	26	_r[#n]d
:r:6:t	r8n	N	1.6	0.65	1/2	-15	30	_[r8]nd
:r:6:t	r7n	N	1.55	0.6	1/2	-11	21	_r[7n]d
:r:6:t	m3v	N	1.45	0.5	1/4	16	42	_[m3]v@
:r:6:t	m3n	N	1.1	0.15	1/4	16	39	_[m3]nd
:r:6:t	m3t	N	1.0	0.05	1/2	16	38	_[m3]t_
:r:6:t	m6t	N	1.0	0.05	3/4	13	16	_[m]6t_
:r:6:t	m4n	N	1.45	0.5	1/4	-16	42	_[m4]nd
:r:6:t	m4t	N	1.4	0.45	1/2	-16	39	_[m4]t_
:r:6:t	r#t	N	1.0	0.05	3/4	27	32	_r[#t]_
:r:6:t	r#b	N	1.55	0.6	1/2	-31	44	_r#[b]
:r:6:t	r#k	N	1.05	0.1	1/2	-24	37	_r#[k_]
:r:6:t	r#d	N	1.1	0.15	1/2	-32	64	_r#[d_]
:r:6:t	r#l	N	1.4	0.45	1/2	-21	35	_r#[l_]
:r:6:t	r9d	N	1.6	0.65	1/2	-32	65	_r9[d_]
:m:1::t:r:@:n	r1tr@n	N	2.7	0.1	7/8	24	57	_[r1]tr@n
:m:1::t:r:@:n	b3tr@n	N	2.5	-0.1	3/4	51	149	_b[3]tr@n
:m:1::t:r:@:n	b1tr@n	N	2.4	-0.2	7/8	47	94	_[b]1tr@n
:m:1::t:r:@:n	bVtr@n	N	2.2	-0.4	3/4	57	163	_b[V]tr@n
:m:1::t:r:@:n	b#tr@n	N	2.3	-0.3	3/4	-62	145	_b[#]tr@n
:m:1::t:r:@:n	m#tr@n	N	2.6	0.0	7/8	-62	89	_m[#]tr@n
:m:1::t:r:@:n	mVtr@n	N	2.65	0.05	7/8	58	135	_[mV]tr@n
:m:1::t:r:@:n	m3tr@n	N	2.8	0.2	7/8	51	105	_m[3]tr@n
:m:1::t:r:@:n	r#tr@n	N	2.75	0.15	3/4	-62	150	_r[#]tr@n
:m:1::t:r:@:n	rVtr@n	N	2.8	0.2	3/4	57	97	_r[V]tr@n
:m:1::t:r:@:n	r#trIs	N	2.3	-0.3	1/2	75	292	_r#t[rI]st
:m:1::t:r:@:n	r#trIN	N	2.3	-0.3	1/2	-128	335	_r#trI[N_]
:m:1::t:r:@:n	r$tr@n	N	2.85	0.25	3/4	71	164	_r[_]tr@n
:m:1::t:r:@:n	r$trIs	N	2.15	-0.45	1/2	75	306	_r_t[rI]st
:r:6:z	r#R	N	1.25	-0.05	1/2	-5	10	_[r#]R_
:r:6:z	r#l	N	1.4	0.1	1/2	-7	13	_r#[ld]
:r:6:z	r#z	N	1.55	0.25	3/4	-5	6	_[r#]z_
:r:6:z	r6l	N	1.05	-0.25	3/4	-7	11	_r6[ld]
:r:6:z	r7n	N	1.55	0.25	1/2	-5	8	_[r7]nt
:r:6:z	r7z	N	1.4	0.1	3/4	-5	6	_[r7]z_
:r:6:z	r#b	N	1.55	0.25	1/2	-11	16	_r#[b_]
:r:6:z	r#f	N	1.3	0.0	1/2	15	30	_r[#f]_
:r:6:z	r#J	N	1.4	0.1	1/2	-14	19	_r#[J]
:r:6:z	r#k	N	1.05	-0.25	1/2	16	24	_r[#k]s
:r:6:z	r$b	N	1.55	0.25	1/2	-11	24	_r_[b_]
:r:6:z	r$m	N	1.15	-0.15	1/2	11	31	_r[_m]p
:r:6:z	r$f	N	1.5	0.2	1/2	-10	23	_[r_]f_
:f:u:l	fun	N	1.0	0.05	3/4	3	5	_fu[n_]
:f:u:l	f6d	N	1.55	0.6	1/2	-11	22	_f6[d_]
:f:u:l	f7d	N	1.5	0.55	1/2	-14	28	_f[7d]_
:f:u:l	f7l	N	1.25	0.3	3/4	-15	18	_f[7l]_
:f:u:l	f4n	N	1.3	0.35	1/2	16	29	_f4[nd]
:f:u:l	fuk	N	1.6	0.65	3/4	-15	18	_f[uk]_
:f:u:l	fuv	N	1.7	0.75	3/4	-16	27	_f[uv]@
:f:u:l	f#b	N	1.45	0.5	1/2	22	47	_[f#]b
:f:u:l	f#k	N	1.1	0.15	1/2	22	26	_[f#]k_
:f:u:l	f#n	N	1.05	0.1	1/2	22	47	_[f#]nd
:f:u:l	f#d	N	1.05	0.1	1/2	22	53	_[f#]d_
:f:u:l	f#v	N	1.6	0.65	1/2	22	50	_[f#]v@
:f:u:l	f#l	N	1.1	0.15	3/4	22	38	_[f#]l_
:p:{:d	p{b	N	1.15	0.2	3/4	-14	15	_p[{b]
:p:{:d	p{v	N	1.35	0.4	3/4	-23	45	_p[{v]@
:p:{:d	p{g	N	1.0	0.05	3/4	23	37	_p[{g]
:p:{:d	p@k	N	1.45	0.5	1/2	-30	54	_[p@]k_
:p:{:d	p@l	N	1.45	0.5	1/2	-30	67	_[p@]l_
:p:{:d	p@b	N	1.95	1.0	1/2	-30	49	_[p@]b
:p:{:d	plp	N	1.15	0.2	1/2	-32	87	_[pl]p_
:p:{:d	plt	N	1.0	0.05	1/2	-32	90	_[pl]t_
:p:{:d	plb	N	1.6	0.65	1/2	-32	59	_[pl]b
:p:{:d	plm	N	1.45	0.5	1/2	-32	87	_[pl]m_
:p:{:d	plk	N	1.0	0.05	1/2	-32	64	_[pl]k_
:p:{:d	pl$	N	1.45	0.5	1/2	-32	86	_[pl]_
:p:{:d	pld	N	1.25	0.3	3/4	-32	56	_[pl]d_
:s:n:V::f:P	snVf{	N	1.95	0.35	6/7	2	4	_snV[f{]
:s:n:V::f:P	snVmP	N	1.9	0.3	6/7	-4	5	_snV[mP]_
:s:n:V::f:P	snVft	N	1.9	0.3	6/7	-8	14	_snVf[t@]
:s:n:V::f:P	snVfr	N	1.95	0.35	6/7	7	9	_snV[fr]@
:s:n:V::f:P	s2bft	N	2.75	1.15	4/7	16	42	_[s2]bft@
:s:n:V::f:P	s2bfu	N	2.95	1.35	4/7	16	50	_[s2]bfu
:s:n:V::f:P	s2bfr	N	2.95	1.35	4/7	16	37	_[s2]bfr@
:s:n:V::f:P	s2bf{	N	2.95	1.35	4/7	16	32	_[s2]bf{
:s:n:V::f:P	s2bfP	N	2.3	0.7	5/7	16	28	_[s2]bfP_
:s:n:V::f:P	s2bf1	N	2.85	1.25	4/7	16	42	_[s2]bf1
:s:n:V::f:P	s2bmP	N	2.7	1.1	4/7	16	33	_[s2]bmP_
:s:n:V::f:P	s2bm1	N	2.9	1.3	3/7	16	57	_[s2]bm1
:s:n:V::f:P	s3gft	N	2.55	0.95	4/7	-10	43	_s[3g]ft@
:b:5:s:t	b#st	N	1.15	0.2	4/5	7	9	_[b#]st_
:b:5:s:t	b6st	N	1.35	0.4	4/5	-21	39	_[b6]st
:b:5:s:t	b2st	N	1.45	0.5	4/5	34	78	_[b2]st
:b:5:s:t	b9st	N	1.5	0.55	4/5	-46	100	_[b9]st
:b:5:s:t	bUst	N	1.5	0.55	4/5	-38	71	_b[Us]t
:b:5:s:t	b4st	N	1.35	0.4	4/5	-33	75	_[b4]st
:b:5:s:t	b@st	N	1.55	0.6	4/5	-38	60	_b[@s]t_
:b:5:s:t	bQst	N	1.35	0.4	4/5	35	56	_[bQ]st
:b:5:s:t	b7st	N	1.55	0.6	4/5	-46	81	_[b7]st_
:b:5:s:t	m2st	N	1.7	0.75	3/5	-47	121	_[m]2st
:b:5:s:t	m$st	N	1.5	0.55	3/5	-47	77	_[m]_st
:b:5:s:t	must	N	1.5	0.55	3/5	-47	99	_[m]ust
:b:5:s:t	m6st	N	1.45	0.5	3/5	-47	79	_[m]6st_
:b:$:s:t	b#st	N	1.15	-0.2	4/5	-16	37	_b#s[t]
:b:$:s:t	b6st	N	1.35	0.0	4/5	-16	39	_b6s[t]
:b:$:s:t	b4st	N	1.35	0.0	4/5	-27	63	_[b4]st
:b:$:s:t	bUst	N	1.5	0.15	4/5	-32	71	_b[Us]t
:b:$:s:t	b@st	N	1.55	0.2	4/5	-32	64	_b[@s]t
:b:$:s:t	r2st	N	1.55	0.2	3/5	-60	110	_[r]2st
:b:$:s:t	r#st	N	1.3	-0.05	3/5	-60	110	_[r]#st
:b:$:s:t	r9st	N	1.7	0.35	3/5	-60	151	_[r]9st
:b:$:s:t	r1st	N	1.25	-0.1	3/5	-60	148	_[r]1st
:b:$:s:t	r6st	N	1.45	0.1	3/5	-60	89	_[r]6st_
:b:$:s:t	r4st	N	1.5	0.15	3/5	-60	136	_[r]4st
:b:$:s:t	rUst	N	1.7	0.35	3/5	-60	143	_[r]Ust
:p:3::l:j:u:z	p3ljum	N	2.5	-0.15	7/8	-4	7	_p3lj[um]@
:p:3::l:j:u:z	p3ljun	N	2.6	-0.05	7/8	4	6	_p3lj[un]@
:p:3::l:j:u:z	p3ljUm	N	2.85	0.2	3/4	10	14	_p3lj[Um]@
:p:3::l:j:u:z	p3ljus	N	2.7	0.05	7/8	-15	23	_p3lju[s]
:p:3::l:j:u:z	p3ldIl	N	2.9	0.25	5/8	-31	72	_p3[ld]Il@
:p:3::l:j:u:z	p3ldIz	N	2.8	0.15	3/4	-31	43	_p3[ld]Iz_
:p:3::l:j:u:z	p3ldIm	N	2.85	0.2	5/8	-31	47	_p3[ld]Im@
:p:3::l:j:u:z	p3ljul	N	2.6	-0.05	7/8	20	22	_p3lju[l@]
:p:3::l:j:u:z	p3ljut	N	2.5	-0.15	7/8	28	38	_p3lju[t@]
:p:3::l:j:u:z	p3ljUt	N	2.95	0.3	3/4	28	37	_p3ljU[t@]
:p:3::l:j:u:z	p3lt$t	N	3.0	0.35	5/8	-31	89	_p3l[t_]t@
:p:3::l:j:u:z	p3lt$n	N	2.95	0.3	5/8	-31	65	_p3l[t_]n@
:p:3::l:j:u:z	p3lt$m	N	3.0	0.35	5/8	-31	69	_p3l[t_]m@
:t:I::S:u	tISr	N	1.95	0.15	5/6	-1	2	_tI[Sr]2
:t:I::S:u	tISQ	N	1.95	0.15	5/6	3	4	_tIS[Qn]
:t:I::S:u	tISt	N	1.8	0.0	5/6	4	5	_tIS[tj]
:t:I::S:u	tIS2	N	1.95	0.15	5/6	-3	4	_tI[S2]n
:t:I::S:u	tIS{	N	1.95	0.15	5/6	-6	10	_tIS[{k]
:t:I::S:u	tIS5	N	1.95	0.15	5/6	-6	10	_tIS[5l]
:t:I::S:u	tISE	N	1.95	0.15	5/6	-5	5	_tIS[Es]
:t:I::S:u	tISV	N	1.95	0.15	5/6	-7	11	_tIS[Vl]
:t:I::S:u	tISi	N	1.95	0.15	5/6	-14	15	_tIS[in]
:t:I::S:u	tIS8	N	1.95	0.15	5/6	-9	13	_tIS[8]
:t:I::S:u	tISn	N	1.9	0.1	5/6	11	12	_tIS[n_]
:t:I::S:u	tIS1	N	1.9	0.1	5/6	-12	13	_tIS[1n]
:t:I::S:u	tISj	N	1.95	0.15	5/6	12	15	_tIS[j9]
:s:n:V:g	snun	N	1.55	0.0	3/5	2	3	_snu[nz]
:s:n:V:g	snVs	N	1.85	0.3	4/5	-2	4	_sn[Vs]H
:s:n:V:g	snQm	N	1.85	0.3	3/5	-2	3	_s[nQ]mQ
:s:n:V:g	sn$n	N	1.75	0.2	3/5	2	6	_s[n_]nz
:s:n:V:g	snis	N	1.75	0.2	3/5	-4	9	_s[ni]sP
:s:n:V:g	snip	N	1.45	-0.1	3/5	-4	7	_s[ni]pQ
:s:n:V:g	snim	N	1.75	0.2	3/5	-4	5	_s[ni]mQ
:s:n:V:g	snus	N	1.65	0.1	3/5	-4	7	_sn[us]H
:s:n:V:g	snum	N	1.75	0.2	3/5	-4	5	_sn[um]Q
:s:n:V:g	sndj	N	2.0	0.45	3/5	-4	4	_s[nd]jU
:s:n:V:g	sndr	N	2.0	0.45	3/5	-4	8	_s[nd]r2
:s:n:V:g	snVl	N	1.6	0.05	4/5	4	5	_snV[li]
:$::d:i:l	$dsn	N	1.95	0.1	2/3	2	2	__ds[n_]
:$::d:i:l	$dsl	N	1.95	0.1	5/6	-1	1	__d[sl]_
:$::d:i:l	$d1s	N	1.9	0.05	2/3	2	3	__[d1]sE
:$::d:i:l	$d1l	N	1.85	0.0	5/6	2	4	__[d1]l_
:$::d:i:l	$d#t	N	1.9	0.05	2/3	-2	4	__d[#t]{
:$::d:i:l	$d5n	N	1.95	0.1	2/3	2	5	__[d5]n_
:$::d:i:l	$d5l	N	1.9	0.05	5/6	2	4	__[d5]l_
